A,P,time
1.0,0.0,0.0
0.9198396793587175,0.049298597194388775,282.0
0.8787575150300602,0.09218436873747494,565.0
0.8406813627254509,0.13226452905811623,847.0
0.8026052104208418,0.17034068136272545,1130.0
0.7565130260521042,0.20741482965931862,1412.0
0.7304609218436874,0.23947895791583165,1695.0
0.7054108216432865,0.2745490981963928,1977.0
0.6673346693386774,0.3066132264529058,2260.0
0.6342685370741483,0.34669338677354705,2542.0
0.5981963927855711,0.3807615230460922,2825.0
0.567134268537074,0.4098196392785571,3107.0
0.5370741482965932,0.44789579158316634,3390.0
0.501002004008016,0.48296593186372744,3672.0
0.47094188376753504,0.5080160320641283,3955.0
0.437875751503006,0.5420841683366734,4237.0
0.405811623246493,0.5811623246492985,4520.0
0.3777555110220441,0.6032064128256512,4802.0
0.3476953907815631,0.6282565130260521,5084.0
0.3186372745490982,0.654308617234469,5367.0
0.283567134268537,0.6943887775551102,5649.0
0.26152304609218435,0.718436873747495,5932.0
0.23146292585170342,0.7474949899799599,6214.0
0.20240480961923848,0.7725450901803608,6497.0
0.17735470941883766,0.7955911823647295,6779.0
0.15230460921843686,0.8256513026052104,7062.0
0.12925851703406813,0.8527054108216433,7344.0
0.10721442885771543,0.8807615230460922,7627.0
0.0904809619238477,0.8877755511022044,7909.0
0.07274549098196392,0.9078156312625251,8192.0
0.059018036072144286,0.9158316633266533,8474.0
0.047194388777555114,0.9408817635270541,8757.0
0.03767535070140281,0.9549098196392786,9039.0
0.030561122244488977,0.9749498997995992,9322.0
0.024949899799599197,0.9599198396793587,9604.0
0.02114228456913828,0.9719438877755511,9887.0
0.018236472945891785,0.9759519038076152,10169.0
