P,A
0.0,1.0
0.022768304914744235,0.9247743229689067
0.04543630892678034,0.9067201604814443
0.06920762286860582,0.8816449348044132
0.0929789368104313,0.8605817452357071
0.11634904714142427,0.8204613841524573
0.1424272818455366,0.810431293881645
0.16850551654964896,0.7803410230692076
0.19558676028084254,0.7602808425275828
0.2176529588766299,0.7321965897693079
0.24573721163490472,0.7071213640922768
0.27582748244734206,0.6760280842527583
0.30190571715145437,0.6529588766298897
0.32898696088264795,0.6208625877632898
0.362086258776329,0.5867602808425275
0.39317953861584753,0.5687061183550651
0.42326980942828485,0.5295887662988967
0.4513540621865597,0.4974924774322969
0.49047141424272817,0.473420260782347
0.5275827482447343,0.43029087261785354
0.5566700100300903,0.39919759277833505
0.5977933801404213,0.36409227683049145
0.6318956870611836,0.32196589769307926
0.6780341023069208,0.2868605817452357
0.7221664994984954,0.24874623871614845
0.7673019057171515,0.21063189568706117
0.80641925777332,0.17051153460381144
0.8455366098294884,0.13340020060180544
0.8816449348044132,0.0958876629889669
0.921765295887663,0.06720160481444333
0.946840521564694,0.04343029087261785
0.9739217652958876,0.027582748244734202
0.9779338014042126,0.018555667001003008
0.9919759277833501,0.01354062186559679
0.9919759277833501,0.011033099297893681
0.9969909729187563,0.009699097291875626
0.9939819458375125,0.009027081243731193
