P,A
0.0,1.0
0.12048192771084337,0.8785140562248996
0.2248995983935743,0.7811244979919679
0.3142570281124498,0.6827309236947792
0.3895582329317269,0.6054216867469879
0.46285140562249,0.5391566265060241
0.5150602409638554,0.47690763052208834
0.5662650602409638,0.4267068273092369
0.6104417670682731,0.3785140562248996
0.6516064257028112,0.3383534136546185
0.6847389558232932,0.30220883534136544
0.716867469879518,0.27510040160642574
0.75,0.24497991967871485
0.7680722891566265,0.22188755020080322
0.7951807228915663,0.1997991967871486
0.8072289156626506,0.17771084337349397
0.8293172690763052,0.1606425702811245
0.8313253012048193,0.14759036144578314
0.858433734939759,0.13052208835341367
0.8624497991967871,0.1214859437751004
0.8684738955823293,0.11244979919678715
0.8875502008032129,0.10040160642570281
0.9026104417670683,0.09327309236947791
0.9036144578313253,0.0855421686746988
0.8985943775100402,0.0784136546184739
0.9116465863453815,0.07339357429718875
0.92570281124498,0.06767068273092369
0.92570281124498,0.06255020080321286
0.9307228915662651,0.05803212851405622
0.92570281124498,0.054919678714859435
0.9447791164658634,0.05100401606425703
