P,A
0.0,1.0
0.02685370741482966,0.8877755511022044
0.05260521042084168,0.8677354709418837
0.07695390781563126,0.8557114228456913
0.10420841683366733,0.8296593186372745
0.13226452905811623,0.7905811623246494
0.1623246492985972,0.7725450901803608
0.18837675350701402,0.7444889779559118
0.218436873747495,0.7074148296593186
0.24849699398797595,0.68436873747495
0.27955911823647295,0.6442885771543087
0.313627254509018,0.6182364729458918
0.344689378757515,0.5861723446893787
0.3777555110220441,0.5531062124248497
0.4028056112224449,0.5290581162324649
0.45390781563126253,0.4819639278557114
0.48897795591182364,0.44288577154308617
0.5250501002004008,0.40480961923847697
0.567134268537074,0.3657314629258517
0.6152304609218436,0.3226452905811623
0.6593186372745491,0.27655310621242485
0.7104208416833667,0.22845691382765532
0.7685370741482966,0.1753507014028056
0.8196392785571142,0.12424849699398798
0.8807615230460922,0.0718436873747495
0.9388777555110221,0.028256513026052102
0.9899799599198397,0.007845691382765531
0.9849699398797596,0.003807615230460922
0.9899799599198397,0.0032965931863727454
0.9849699398797596,0.003216432865731463
