A,P,time
1.0,0.0,0.0
0.9023904382470119,0.08097609561752987,0.0124
0.8296812749003983,0.16135458167330677,0.0248
0.7639442231075697,0.23705179282868524,0.0372
0.6683266932270917,0.3137450199203187,0.0496
0.6075697211155379,0.3854581673306773,0.062
0.5328685258964144,0.4621513944223108,0.0744
0.46713147410358563,0.5288844621513944,0.0868
0.41035856573705176,0.5806772908366533,0.0992
0.347609561752988,0.6364541832669323,0.112
0.29581673306772904,0.699203187250996,0.124
0.25,0.7440239043824701,0.136
0.20517928286852588,0.7808764940239044,0.149
0.1653386454183267,0.8137450199203187,0.161
0.1354581673306773,0.8605577689243028,0.174
0.10756972111553785,0.8854581673306773,0.186
0.08645418326693227,0.9053784860557769,0.198
0.06802788844621514,0.9193227091633467,0.211
0.053286852589641436,0.945219123505976,0.223
0.04252988047808765,0.9591633466135457,0.236
0.03406374501992032,0.9601593625498007,0.248
0.027689243027888444,0.9631474103585657,0.26
0.02260956175298805,0.9711155378486056,0.273
0.01942231075697211,0.9790836653386454,0.285
0.01663346613545817,0.9741035856573705,0.298
0.014641434262948207,0.9760956175298805,0.31
