P,A
1.0403726708074534,0.0
0.8830227743271222,0.15527950310559005
0.7505175983436853,0.28881987577639756
0.6335403726708074,0.4037267080745342
0.5403726708074534,0.494824016563147
0.4627329192546584,0.5724637681159421
0.3954451345755694,0.6376811594202899
0.33850931677018636,0.6863354037267081
0.2939958592132505,0.7401656314699793
0.2494824016563147,0.7732919254658386
0.21739130434782608,0.8115942028985508
0.1873706004140787,0.8416149068322981
0.16252587991718426,0.860248447204969
0.13975155279503107,0.8871635610766045
0.12215320910973085,0.9057971014492754
0.10455486542443065,0.9109730848861284
0.09347826086956522,0.9296066252587992
0.07991718426501036,0.9472049689440994
0.06956521739130435,0.9565217391304348
0.06190476190476191,0.9648033126293997
0.053209109730848865,0.9761904761904762
0.04751552795031056,0.9958592132505176
0.04161490683229814,0.9875776397515528
0.036853002070393374,0.9824016563146998
0.033126293995859216,1.0
