A,P,time
1.0,0.0,0.0
0.5428859737638749,0.44298688193743696,13559.0
0.39656912209889,0.5903128153380424,27118.0
0.2996972754793138,0.6821392532795157,40678.0
0.2391523713420787,0.7467204843592331,54237.0
0.1917255297679112,0.7840565085771948,67796.0
0.15539858728557013,0.8193743693239153,81355.0
0.12815338042381433,0.8546922300706357,94914.0
0.10393541876892028,0.8859737638748739,108474.0
0.08637739656912209,0.9091826437941474,122033.0
0.0717457114026236,0.9011099899091827,135592.0
0.05903128153380424,0.9334006054490415,149151.0
0.049142280524722505,0.9283551967709385,162710.0
0.040867810292633706,0.9505549949545913,176269.0
0.03420787083753784,0.9596367305751765,189829.0
0.02815338042381433,0.9515640766902118,203388.0
0.023612512613521697,0.9606458123107972,216947.0
