A,P
1.0,0.0
0.4022066198595788,0.05506519558676028
0.1624874623871615,0.12337011033099297
0.06539618856569708,0.1925777331995988
0.026479438314944835,0.26078234704112335
0.010631895687061183,0.32898696088264795
0.004302908726178536,0.4002006018054163
0.0017552657973921766,0.4724172517552658
0.0,0.5285857572718154
0.0,0.592778335005015
0.0,0.6599799398194585
0.0,0.7101303911735205
0.0,0.773319959879639
0.0,0.8184553660982948
0.0,0.8796389167502507
0.0,0.9037111334002006
0.0,0.9478435305917753
0.0,0.9568706118355065
0.0,0.9739217652958876
0.0,0.9869608826479438
0.0,0.9939819458375125
0.0,1.0020060180541626
