A,P
0.0,0.0
0.06620908130939811,0.8458289334741289
0.10432946145723337,0.808870116156283
0.14149947201689547,0.7771911298838438
0.1795142555438226,0.7381203801478352
0.21858500527983105,0.695881731784583
0.25448785638859556,0.6663146779303063
0.2925026399155227,0.6356916578669483
0.33051742344244983,0.5987328405491024
0.36430834213305174,0.562829989440338
0.40549102428722283,0.5300950369588173
0.4424498416050686,0.49313621964097154
0.4794086589229145,0.4551214361140444
0.5163674762407603,0.42661034846884904
0.5533262935586062,0.3907074973600845
0.5902851108764521,0.35163674762407604
0.6282998944033791,0.324181626187962
0.665258711721225,0.28511087645195354
0.6906019007391764,0.25237592397043296
0.7360084477296727,0.21752903907074975
0.7697993664202746,0.18690601900739176
0.8162618796198522,0.15417106652587118
0.8447729672650476,0.12565997888067582
0.8690601900739177,0.09503695881731784
0.8891235480464625,0.06906019007391764
0.9260823653643084,0.04720168954593453
0.9503695881731785,0.031045406546990496
0.9799366420274552,0.020485744456177405
0.9883843717001057,0.01446673706441394
0.9936642027455121,0.011404435058078142
1.0,0.009398099260823654
