P,A
1.0207253886010363,0.0
0.905699481865285,0.04466321243523316
0.8518134715025907,0.09150259067357513
0.8020725388601037,0.138860103626943
0.7616580310880829,0.18860103626943006
0.7088082901554404,0.23523316062176167
0.655958549222798,0.2901554404145078
0.6051813471502591,0.3450777202072539
0.5492227979274612,0.3927461139896373
0.49948186528497407,0.461139896373057
0.44248704663212435,0.5181347150259068
0.38134715025906735,0.5844559585492227
0.31813471502590673,0.6518134715025907
0.2590673575129534,0.7181347150259068
0.19585492227979276,0.7844559585492228
0.1378238341968912,0.8352331606217618
0.08911917098445596,0.9088082901554404
0.052642487046632123,0.9440414507772021
0.033575129533678756,0.9740932642487047
0.025181347150259065,0.9854922279792746
0.022176165803108806,1.0
0.020932642487046633,0.9937823834196892
