P,A
0.0,1.0
0.040480961923847696,0.874749498997996
0.0840681362725451,0.8286573146292585
0.12725450901803606,0.778557114228457
0.17434869739478956,0.7404809619238477
0.22344689378757515,0.68436873747495
0.2715430861723447,0.6412825651302605
0.3276553106212425,0.5821643286573146
0.3807615230460922,0.5350701402805611
0.44589178356713427,0.47094188376753504
0.5190380761523046,0.407815631262525
0.5801603206412825,0.342685370741483
0.6613226452905812,0.2635270541082164
0.7394789579158316,0.18937875751503006
0.8416833667334669,0.11523046092184369
0.8977955911823647,0.06422845691382766
0.9288577154308618,0.04378757515030061
0.9408817635270541,0.03837675350701403
0.939879759519038,0.0375751503006012
