A,P,time
1.0,0.0,0.0
0.8745019920318725,0.052589641434262945,4.552
0.8296812749003983,0.10358565737051792,9.103
0.7739043824701195,0.15637450199203187,13.66
0.7310756972111554,0.20816733067729082,18.21
0.6733067729083666,0.26095617529880477,22.76
0.6215139442231076,0.3107569721115538,27.31
0.5737051792828685,0.3605577689243028,31.86
0.5318725099601594,0.40537848605577687,36.41
0.4780876494023904,0.4581673306772909,40.97
0.42828685258964144,0.50199203187251,45.52
0.38645418326693226,0.554780876494024,50.07
0.3436254980079681,0.5966135458167331,54.62
0.300796812749004,0.6364541832669323,59.17
0.2599601593625498,0.6842629482071714,63.72
0.2241035856573705,0.7280876494023905,68.28
0.18725099601593626,0.7549800796812749,72.83
0.15338645418326693,0.7828685258964144,77.38
0.12649402390438247,0.8217131474103585,81.93
0.09960159362549802,0.8655378486055777,86.48
0.07918326693227092,0.8824701195219123,91.03
0.06155378486055777,0.9033864541832669,95.59
0.047410358565737054,0.9362549800796812,100.0
0.03645418326693227,0.9392430278884462,105.0
0.028784860557768924,0.9581673306772908,109.0
0.02250996015936255,0.9611553784860557,114.0
0.01802788844621514,0.9741035856573705,118.0
0.014741035856573706,0.9591633466135457,123.0
0.012350597609561753,0.9810756972111554,127.0
0.010657370517928286,0.9750996015936255,132.0
