A,P,time
1.0,0.0,0.0
0.9276511397423193,0.05480673934588703,0.0667
0.873141724479683,0.11100099108027751,0.133
0.8156590683845392,0.1615460852329039,0.2
0.7690782953419228,0.21803766105054512,0.267
0.7205153617443013,0.26660059464816654,0.334
0.6689791873141726,0.31912784935579785,0.4
0.6075322101090189,0.3657086223984143,0.467
0.5758176412289395,0.41228939544103077,0.534
0.5213082259663033,0.46382556987115964,0.601
0.47472745292368684,0.5084241823587711,0.667
0.4390485629335977,0.541129831516353,0.734
0.402378592666006,0.5877106045589693,0.801
0.35777998017839446,0.6352824578790883,0.868
0.3230921704658078,0.6640237859266601,0.934
0.2893954410307235,0.6997026759167493,1.001
0.2556987115956393,0.736372646184341,1.068
0.2229930624380575,0.761149653121903,1.135
0.201189296333003,0.7968285431119922,1.201
0.17542120911793857,0.8017839444995046,1.268
0.15361744301288405,0.8305252725470764,1.335
0.134786917740337,0.8513379583746284,1.402
0.11793855302279485,0.8642220019821606,1.468
0.10208126858275521,0.8880079286422201,1.535
0.08899900891972251,0.9038652130822598,1.602
0.07869177403369673,0.9038652130822598,1.669
0.07026759167492568,0.9236868186323094,1.735
0.062338949454905854,0.9306243805748265,1.802
0.055599603567889004,0.9217046580773044,1.869
0.05034687809712587,0.9405351833498514,1.936
0.04568880079286423,0.9524281466798812,2.002
0.04202180376610506,0.9415262636273539,2.069
