A,P
0.0,0.0
0.20403825717322,0.7853347502656749
0.3623804463336876,0.6482465462274176
0.47608926673751334,0.5345377258235919
0.5696068012752392,0.4452709883103082
0.6461211477151966,0.37194473963868224
0.6992561105207227,0.31668437832093516
0.7523910733262487,0.26673751328374073
0.8034006376195537,0.23060573857598302
0.8289054197662062,0.19659936238044634
0.842720510095643,0.1689691817215728
0.8767268862911796,0.14452709883103085
0.9022316684378321,0.12539851222104145
0.9096705632306058,0.10945802337938364
0.9309245483528162,0.09394261424017004
0.944739638682253,0.08310308182784273
0.9585547290116898,0.07215727948990436
0.9681190223166845,0.0636556854410202
0.9808714133900107,0.056004250797024445
0.9851222104144528,0.04952178533475027
0.9755579171094582,0.04410201912858661
1.0,0.03910733262486717
