P,A
0.0,1.0
0.23923923923923923,0.7577577577577578
0.4164164164164164,0.5795795795795795
0.5575575575575576,0.44144144144144143
0.6616616616616617,0.33933933933933935
0.7427427427427428,0.2552552552552553
0.8008008008008008,0.1971971971971972
0.8388388388388388,0.15215215215215214
0.8818818818818819,0.11711711711711713
0.912912912912913,0.0891891891891892
0.921921921921922,0.06846846846846848
0.9429429429429429,0.05255255255255255
0.964964964964965,0.04044044044044044
0.9689689689689689,0.03083083083083083
0.983983983983984,0.023823823823823826
0.973973973973974,0.018418418418418417
