A,P,time
1.0,0.0,0.0
0.9188376753507015,0.07665330661322645,0.946
0.8366733466933868,0.15230460921843686,1.891
0.778557114228457,0.22645290581162325,2.837
0.7054108216432865,0.29358717434869736,3.783
0.6482965931863728,0.35871743486973945,4.729
0.5761523046092184,0.4218436873747495,5.674
0.5120240480961924,0.48396793587174347,6.62
0.45991983967935873,0.5430861723446894,7.566
0.407815631262525,0.5911823647294588,8.511
0.3597194388777555,0.6322645290581163,9.457
0.3166332665330661,0.68436873747495,10.4
0.2755511022044088,0.7274549098196392,11.35
0.23947895791583165,0.7545090180360722,12.29
0.2064128256513026,0.7925851703406814,13.24
0.17935871743486972,0.8196392785571142,14.19
0.15230460921843686,0.843687374749499,15.13
0.13326653306613226,0.8637274549098196,16.08
0.11322645290581163,0.8967935871743488,17.02
0.09779559118236474,0.8977955911823647,17.97
0.08557114228456915,0.9248496993987977,18.91
0.07535070140280561,0.9218436873747495,19.86
0.06593186372745491,0.9228456913827656,20.81
0.05851703406813627,0.9559118236472945,21.75
0.05290581162324649,0.9418837675350701,22.7
0.04769539078156313,0.9498997995991983,23.64
0.044088176352705406,0.9549098196392786,24.59
0.0405811623246493,0.9639278557114228,25.53
0.03837675350701403,0.9629258517034068,26.48
