A,P,time
1.0,0.0,0.0
0.8885572139303484,0.09422885572139306,3.875
0.8218905472636816,0.18507462686567167,7.75
0.7124378109452737,0.26467661691542294,11.62
0.6417910447761195,0.3472636815920398,15.5
0.5810945273631841,0.4119402985074627,19.38
0.5124378109452737,0.4815920398009951,23.25
0.45771144278606973,0.527363184079602,27.12
0.4139303482587065,0.5810945273631841,31.0
0.35820895522388063,0.6288557213930349,34.88
0.32139303482587067,0.67363184079602,38.75
0.28258706467661693,0.7174129353233831,42.62
0.2467661691542289,0.7422885572139304,46.5
0.21890547263681595,0.7681592039800996,50.38
0.1940298507462687,0.7940298507462688,54.25
0.17014925373134332,0.8169154228855722,58.12
0.15124378109452738,0.83681592039801,62.0
0.13233830845771147,0.8676616915422887,65.88
0.1174129353233831,0.8636815920398011,69.75
0.10348258706467663,0.8905472636815922,73.62
0.09164179104477613,0.8935323383084578,77.5
0.0809950248756219,0.9114427860696519,81.38
0.07084577114427862,0.9373134328358209,85.25
0.06258706467661691,0.9293532338308459,89.12
0.05592039800995025,0.9323383084577116,93.0
0.049054726368159204,0.9383084577114429,96.88
0.04358208955223881,0.945273631840796,101.0
0.0391044776119403,0.9611940298507463,105.0
0.034129353233830845,0.9611940298507463,108.0
0.031044776119402987,0.9532338308457712,112.0
0.02756218905472637,0.9631840796019902,116.0
0.0245771144278607,0.974129353233831,120.0
0.02228855721393035,0.9860696517412936,124.0
