A,P
1.0,0.0
0.035454545454545454,0.23737373737373738
0.027171717171717173,0.4212121212121212
0.02111111111111111,0.5575757575757576
0.015959595959595962,0.6595959595959596
0.012424242424242424,0.7303030303030302
0.009616161616161616,0.8
0.007545454545454545,0.8383838383838383
0.0058484848484848485,0.8767676767676768
0.004616161616161616,0.898989898989899
0.0036363636363636364,0.9292929292929294
0.0029090909090909093,0.9393939393939394
0.0023333333333333335,0.9525252525252524
0.0019191919191919192,0.9575757575757575
0.0015757575757575758,0.9515151515151514
