A,P,time
1.0,0.0,0.0
0.9154228855721395,0.045273631840796025,5811.0
0.8805970149253732,0.09124378109452738,11622.0
0.8268656716417911,0.13631840796019903,17433.0
0.7900497512437812,0.1810945273631841,23244.0
0.7442786069651742,0.2248756218905473,29055.0
0.700497512437811,0.2756218905472637,34866.0
0.6477611940298509,0.31343283582089554,40678.0
0.6129353233830847,0.3611940298507463,46489.0
0.5621890547263682,0.40398009950248764,52300.0
0.5203980099502489,0.45273631840796025,58111.0
0.4756218905472637,0.4985074626865672,63922.0
0.4358208955223881,0.5402985074626867,69733.0
0.3850746268656717,0.582089552238806,75544.0
0.34626865671641793,0.6248756218905474,81355.0
0.3064676616915423,0.6656716417910449,87166.0
0.26467661691542294,0.7114427860696518,92977.0
0.2248756218905473,0.7412935323383085,98788.0
0.18805970149253734,0.782089552238806,104599.0
0.15124378109452738,0.8238805970149254,110410.0
0.11641791044776122,0.8577114427860697,116221.0
0.08477611940298509,0.8776119402985075,122032.0
0.05900497512437811,0.9273631840796022,127844.0
0.037810945273631845,0.955223880597015,133655.0
0.022189054726368163,0.9572139303482587,139466.0
0.01263681592039801,0.9751243781094528,145277.0
0.006766169154228856,0.983084577114428,151088.0
0.00364179104477612,0.9761194029850747,156899.0
0.0019004975124378113,0.9960199004975124,162710.0
