A,P
1.0,0.0
0.05324675324675325,0.2167832167832168
0.04155844155844156,0.38261738261738265
0.03216783216783217,0.5124875124875126
0.025674325674325676,0.6153846153846154
0.020479520479520483,0.6833166833166835
0.016083916083916086,0.7542457542457544
0.012987012987012988,0.7972027972027973
0.010289710289710291,0.8321678321678322
0.008221778221778222,0.8761238761238762
0.006503496503496504,0.8981018981018982
0.005224775224775225,0.9090909090909092
0.004165834165834166,0.9230769230769232
0.003316683316683317,0.9420579420579421
0.0026573426573426578,0.9470529470529471
0.002167832167832168,0.9530469530469531
0.0016983016983016983,0.9580419580419581
