A,P,time
1.0,0.0,0.0
0.8909090909090909,0.08242424242424243,48.04
0.8101010101010101,0.17272727272727273,96.08
0.7282828282828283,0.24848484848484848,144.0
0.6626262626262627,0.3202020202020202,192.0
0.6121212121212121,0.38383838383838387,240.0
0.5555555555555556,0.43333333333333335,288.0
0.5050505050505051,0.47676767676767673,336.0
0.46060606060606063,0.5171717171717172,384.0
0.4303030303030303,0.5575757575757576,432.0
0.393939393939394,0.5888888888888889,480.0
0.3656565656565656,0.6131313131313131,528.0
0.3444444444444445,0.6434343434343435,576.0
0.32323232323232326,0.6585858585858586,625.0
0.3090909090909091,0.6747474747474748,673.0
0.2909090909090909,0.6949494949494949,721.0
0.2777777777777778,0.71010101010101,769.0
0.2676767676767677,0.7232323232323232,817.0
0.25757575757575757,0.7353535353535353,865.0
0.24646464646464647,0.7323232323232323,913.0
0.24141414141414141,0.7464646464646465,961.0
0.23333333333333334,0.7535353535353535,1009.0
0.22828282828282828,0.7545454545454545,1057.0
0.22424242424242424,0.7606060606060606,1105.0
0.22424242424242424,0.7656565656565657,1153.0
0.2191919191919192,0.7646464646464647,1201.0
