P,A
1.0463645943098,0.0
0.7839831401475238,0.24657534246575344
0.5858798735511065,0.4446786090621707
0.4362486828240253,0.5985247629083246
0.332982086406744,0.7049525816649105
0.24973656480505796,0.7913593256059009
0.1886195995785037,0.8577449947312961
0.1433087460484721,0.8998946259220232
0.11064278187565858,0.939936775553214
0.08861959957850368,0.9525816649104321
0.0701791359325606,0.9610115911485775
0.05806111696522656,0.987355110642782
0.04826132771338251,0.9936775553213909
0.04151738672286617,1.0
0.036354056902002115,1.0
