A,P,time
1.0,0.0,0.0
0.8466135458167331,0.1294820717131474,3.01
0.7460159362549801,0.24302788844621515,6.019
0.651394422310757,0.347609561752988,9.029
0.554780876494024,0.43227091633466136,12.04
0.4820717131474103,0.5169322709163346,15.05
0.4123505976095617,0.5816733067729083,18.06
0.3535856573705179,0.6444223107569721,21.07
0.3047808764940239,0.7001992031872509,24.08
0.26095617529880477,0.7380478087649402,27.09
0.22310756972111553,0.7699203187250996,30.1
0.1902390438247012,0.802788844621514,33.1
0.16733067729083667,0.8276892430278884,36.11
0.14243027888446214,0.8386454183266931,39.12
0.12450199203187251,0.8715139442231076,42.13
0.10756972111553785,0.8904382470119522,45.14
0.0944223107569721,0.9023904382470119,48.15
0.08356573705179283,0.9133466135458168,51.16
0.07241035856573705,0.9193227091633467,54.17
0.06513944223107569,0.9282868525896415,57.18
0.05756972111553785,0.9432270916334661,60.19
0.052490039840637444,0.9551792828685258,63.2
0.046812749003984064,0.949203187250996,66.21
