A,P,time
1.0,0.0,0.0
0.8703888334995016,0.1206380857427717,584.0
0.7686939182452643,0.22432701894317053,1169.0
0.6749750747756731,0.3180458624127618,1753.0
0.5932203389830509,0.40378863409770693,2338.0
0.5194416749750749,0.4695912263210369,2922.0
0.4636091724825524,0.531405782652044,3507.0
0.4047856430707877,0.5942173479561317,4091.0
0.35992023928215355,0.6360917248255236,4676.0
0.3150548354935195,0.6819541375872384,5260.0
0.27617148554336995,0.7178464606181456,5844.0
0.2462612163509472,0.7467597208374877,6429.0
0.21834496510468596,0.7756729810568296,7013.0
0.19242273180458627,0.8055832502492524,7598.0
0.16849451645064809,0.8255234297108675,8182.0
0.15054835493519442,0.8524426719840479,8767.0
0.13359920239282155,0.8574277168494517,9351.0
0.11665004985044868,0.8823529411764707,9936.0
0.10468594217347957,0.8883349950149553,10520.0
0.09341974077766702,0.8863409770687938,11105.0
0.08285144566301098,0.910269192422732,11689.0
0.0732801595214357,0.9222333000997011,12273.0
0.0659022931206381,0.9192422731804588,12858.0
0.059621136590229315,0.9411764705882354,13442.0
0.052841475573280165,0.955134596211366,14027.0
0.04795613160518445,0.9361914257228315,14611.0
0.04277168494516451,0.9561316051844467,15196.0
0.038484546360917256,0.9690927218344966,15780.0
0.0349950149551346,0.9750747756729812,16365.0
0.03190428713858425,0.959122632103689,16949.0
