A,P
1.0,0.0
0.09568273092369478,0.07108433734939759
0.08845381526104418,0.14056224899598396
0.08042168674698795,0.20983935742971888
0.07198795180722892,0.27911646586345384
0.06355421686746987,0.3423694779116466
0.056927710843373495,0.40963855421686746
0.05050200803212851,0.46787148594377514
0.04357429718875502,0.5301204819277109
0.037248995983935745,0.5893574297188755
0.03152610441767068,0.642570281124498
0.026204819277108434,0.7018072289156626
0.0213855421686747,0.7439759036144579
0.017269076305220885,0.7921686746987953
0.013755020080321286,0.8273092369477911
0.0107429718875502,0.857429718875502
0.008283132530120483,0.8965863453815262
0.006295180722891567,0.9116465863453815
0.0047791164658634545,0.928714859437751
0.0036345381526104417,0.9518072289156626
0.002781124497991968,0.9538152610441767
0.0021184738955823293,0.9578313253012047
0.0015863453815261044,0.9779116465863453
0.0011847389558232932,0.9839357429718876
0.0,0.9959839357429718
