P,A
0.0,1.0
0.14243027888446214,0.848605577689243
0.26095617529880477,0.7221115537848606
0.3585657370517928,0.6225099601593626
0.44123505976095617,0.5388446215139443
0.5089641434262948,0.47111553784860555
0.5697211155378485,0.41533864541832666
0.6175298804780877,0.36354581673306774
0.656374501992032,0.3197211155378486
0.695219123505976,0.28187250996015933
0.7290836653386454,0.250996015936255
0.75199203187251,0.22211155378486055
0.7758964143426295,0.19820717131474105
0.7958167330677292,0.1802788844621514
0.8197211155378485,0.16135458167330677
0.8217131474103585,0.14641434262948205
0.8346613545816732,0.13247011952191234
0.8605577689243028,0.12051792828685258
0.8595617529880478,0.11055776892430279
0.8804780876494024,0.10258964143426294
0.8904382470119522,0.0950199203187251
0.8934262948207171,0.08834661354581673
0.8944223107569721,0.08286852589641434
0.9053784860557769,0.07729083665338646
0.9033864541832669,0.07330677290836653
0.9103585657370519,0.07021912350597609
0.9163346613545817,0.06633466135458167
0.9133466135458168,0.06294820717131475
