A,P,time
0.0,1.0794844253490867,0.0
0.2610096670247046,0.7722878625134264,4082.0
0.4038668098818475,0.6348012889366272,8165.0
0.5026852846401718,0.5327604726100966,12247.0
0.5757250268528464,0.4532760472610096,16329.0
0.6326530612244897,0.4006444683136412,20412.0
0.6885069817400644,0.3501611170784103,24494.0
0.728249194414608,0.3039742212674543,28576.0
0.7615467239527389,0.27175080558539205,32659.0
0.7873254564983888,0.24489795918367346,36741.0
0.8174006444683136,0.2158968850698174,40823.0
0.8335123523093447,0.19656283566058,44906.0
0.8646616541353384,0.17293233082706766,48988.0
0.8743286788399569,0.15896885069817399,53070.0
0.894736842105263,0.14070891514500536,57153.0
0.9011815252416755,0.12781954887218044,61235.0
0.9172932330827067,0.11600429645542426,65317.0
0.9334049409237378,0.10397422126745434,69399.0
0.9334049409237378,0.09355531686358753,73482.0
0.9462943071965628,0.08485499462943072,77564.0
0.9570354457572502,0.07755102040816327,81646.0
0.9591836734693877,0.07013963480128893,85729.0
0.9645542427497314,0.06337271750805584,89811.0
0.9699248120300752,0.05767991407089151,93893.0
0.9774436090225563,0.05155746509129967,97976.0
0.9795918367346939,0.047475832438238455,102058.0
0.9838882921589689,0.043286788399570356,106140.0
0.9967776584317938,0.039742212674543496,110223.0
0.9946294307196563,0.03609022556390977,114305.0
0.9903329752953813,0.03254564983888292,118387.0
1.0,0.029538131041890438,122470.0
0.9924812030075187,0.026960257787325456,126552.0
