P,A
0.0,1.0
0.01945288753799392,0.9067882472137792
0.03931104356636272,0.894630192502533
0.05916919959473151,0.8662613981762918
0.08074974670719351,0.8520770010131712
0.10121580547112462,0.8308004052684903
0.12360688956433637,0.800405268490375
0.1458966565349544,0.7801418439716312
0.16818642350557245,0.7619047619047619
0.19351570415400204,0.7386018237082067
0.21479229989868287,0.7122593718338399
0.24012158054711244,0.6869300911854104
0.26139817629179335,0.6656534954407295
0.2887537993920972,0.6312056737588653
0.315096251266464,0.6139817629179332
0.3444782168186424,0.5876393110435664
0.375886524822695,0.5562310030395138
0.4052684903748734,0.5288753799392097
0.43465045592705165,0.4934143870314083
0.4701114488348531,0.4630192502532928
0.5005065856129686,0.43465045592705165
0.5309017223910841,0.4002026342451875
0.5734549138804458,0.3596757852077001
0.6089159067882473,0.3181357649442756
0.6616008105369808,0.2755825734549139
0.7082066869300911,0.23404255319148937
0.7537993920972644,0.18541033434650456
0.8156028368794327,0.13576494427558258
0.8723404255319149,0.08591691995947315
0.9078014184397163,0.04893617021276596
0.9422492401215806,0.03181357649442756
0.9533941236068896,0.026545086119554206
0.9706180344478217,0.025329280648429587
0.9594731509625126,0.024822695035460994
0.9635258358662614,0.02492401215805471
0.961499493414387,0.02492401215805471
