A,P,time
1.0,0.0,0.0
0.8664007976071786,0.08165503489531406,668.0
0.7746759720837488,0.16450648055832506,1335.0
0.7068793619142573,0.24526420737786642,2003.0
0.6370887337986043,0.31904287138584253,2671.0
0.5682951146560319,0.39481555333998014,3338.0
0.4915254237288136,0.4666001994017947,4006.0
0.43070787637088737,0.5304087736789632,4674.0
0.36490528414755735,0.5902293120638086,5341.0
0.3080757726819542,0.6520438683948157,6009.0
0.25922233300099706,0.7098703888334995,6677.0
0.2123629112662014,0.7587238285144567,7344.0
0.17248255234297108,0.8075772681954139,8012.0
0.1375872382851446,0.8454636091724826,8680.0
0.1086739780658026,0.8833499501495514,9348.0
0.08394815553339981,0.9042871385842474,10015.0
0.06420737786640081,0.9192422731804588,10683.0
0.048953140578265206,0.9341974077766702,11351.0
0.03619142572283151,0.9471585244267199,12018.0
0.02691924227318046,0.9571286141575275,12686.0
0.020139581256231307,0.9750747756729812,13354.0
0.014855433698903292,0.9760717846460619,14021.0
0.010967098703888336,0.984047856430708,14689.0
