A,P
0.0,0.0
0.11555075593952482,0.8639308855291576
0.23110151187904965,0.7365010799136069
0.33261339092872566,0.652267818574514
0.42332613390928725,0.5658747300215983
0.49676025917926564,0.5
0.5615550755939525,0.4395248380129589
0.6177105831533477,0.38444924406047515
0.6792656587473002,0.3423326133909287
0.7224622030237581,0.30129589632829373
0.7667386609071274,0.26457883369330454
0.794816414686825,0.23002159827213822
0.8228941684665226,0.20410367170626348
0.8466522678185745,0.183585313174946
0.8714902807775378,0.16198704103671704
0.8812095032397407,0.14362850971922247
0.9071274298056154,0.12850971922246218
0.9222462203023758,0.11663066954643628
0.9265658747300215,0.1038876889848812
0.9427645788336932,0.09460043196544275
0.9578833693304535,0.08380129589632829
0.9503239740820734,0.07688984881209503
0.9697624190064794,0.07019438444924406
0.968682505399568,0.06393088552915767
0.9794816414686824,0.05874730021598271
0.9892008639308855,0.05388768898488121
0.980561555075594,0.050215982721382287
0.9946004319654428,0.04611231101511879
1.0,0.042872570194384445
0.9946004319654428,0.04028077753779698
