P,A
0.0,1.0
0.02905811623246493,0.9148296593186374
0.05881763527054108,0.87374749498998
0.08897795591182366,0.8507014028056112
0.12124248496993988,0.8256513026052104
0.15430861723446893,0.781563126252505
0.18637274549098196,0.751503006012024
0.22044088176352705,0.7224448897795591
0.25551102204408815,0.6823647294589179
0.2915831663326653,0.656312625250501
0.3286573146292585,0.6072144288577154
0.3667334669338677,0.5751503006012023
0.4108216432865731,0.5410821643286573
0.4468937875751503,0.49599198396793587
0.49298597194388777,0.4529058116232465
0.5370741482965932,0.40681362725450904
0.595190380761523,0.36172344689378755
0.6482965931863728,0.3106212424849699
0.6963927855711423,0.2535070140280561
0.7535070140280561,0.19539078156312625
0.8216432865731462,0.13627254509018036
0.8907815631262526,0.07665330661322645
0.9418837675350701,0.030761523046092185
0.966933867735471,0.01593186372745491
0.9639278557114228,0.014529058116232466
0.9719438877755511,0.014328657314629258
0.9809619238476954,0.014228456913827656
0.9579158316633266,0.014128256513026051
