A,P
1.0,0.0
0.04300202839756592,0.12068965517241378
0.038640973630831646,0.22515212981744423
0.03397565922920893,0.3204868154158215
0.029918864097363083,0.40162271805273836
0.02647058823529412,0.46754563894523327
0.02363083164300203,0.5344827586206897
0.021298174442190673,0.5801217038539553
0.01845841784989858,0.6369168356997972
0.016632860040567955,0.6734279918864098
0.014705882352941178,0.7170385395537525
0.012981744421906695,0.7403651115618661
0.011663286004056795,0.7728194726166329
0.010649087221095336,0.7931034482758621
0.009371196754563894,0.8286004056795131
0.00847870182555781,0.8336713995943205
0.007616632860040568,0.8448275862068966
0.006957403651115619,0.8651115618661257
0.006318458417849899,0.8823529411764706
0.0056997971602434075,0.9077079107505072
0.005172413793103449,0.9066937119675457
0.004705882352941177,0.90973630831643
0.004310344827586207,0.924949290060852
0.003975659229208925,0.9371196754563895
0.0036815415821501015,0.9432048681541583
0.003387423935091278,0.936105476673428
0.003154158215010142,0.9503042596348885
0.0029411764705882353,0.9462474645030426
0.0027281947261663286,0.9624746450304259
0.0025862068965517245,0.9543610547667343
0.0024442190669371196,0.960446247464503
