P,A
0.0,1.0
0.046825396825396826,0.8938492063492064
0.09444444444444446,0.8601190476190476
0.14285714285714285,0.8105158730158729
0.18948412698412698,0.7678571428571429
0.2341269841269841,0.7212301587301587
0.2787698412698413,0.6726190476190477
0.3244047619047619,0.625
0.36607142857142855,0.5882936507936508
0.4107142857142857,0.5476190476190477
0.45337301587301587,0.5109126984126984
0.49107142857142855,0.47619047619047616
0.5198412698412699,0.43452380952380953
0.5634920634920635,0.4047619047619047
0.5863095238095237,0.37797619047619047
0.6180555555555556,0.3482142857142857
0.6378968253968255,0.32242063492063494
0.6636904761904763,0.2986111111111111
0.6795634920634921,0.28174603174603174
0.6934523809523809,0.26587301587301587
0.7192460317460317,0.25297619047619047
0.7301587301587301,0.24007936507936506
0.7430555555555556,0.2281746031746032
0.746031746031746,0.22321428571428573
0.7668650793650794,0.21825396825396826
0.7579365079365079,0.2093253968253968
0.7678571428571429,0.20436507936507936
0.7599206349206349,0.2003968253968254
0.7718253968253969,0.19742063492063494
