A,P,time
1.0,0.0,0.0
0.92,0.0641,0.335
0.853,0.129,0.67
0.801,0.19,1.005
0.738,0.248,1.34
0.68,0.307,1.675
0.615,0.363,2.01
0.571,0.418,2.345
0.514,0.469,2.68
0.474,0.522,3.015
0.42,0.567,3.35
0.373,0.614,3.685
0.33,0.663,4.02
0.294,0.694,4.355
0.256,0.739,4.689
0.22,0.772,5.024
0.191,0.798,5.359
0.164,0.833,5.694
0.141,0.861,6.029
0.12,0.868,6.364
0.1,0.893,6.699
0.0845,0.914,7.034
0.0702,0.924,7.369
0.0591,0.937,7.704
0.0499,0.946,8.039
0.041,0.956,8.374
0.0348,0.963,8.709
0.0293,0.968,9.044
0.0247,0.978,9.379
