A,P
1.0,0.0
0.9017223910840932,0.1165146909827761
0.7912867274569403,0.2198581560283688
0.6940222897669707,0.3140830800405269
0.6089159067882473,0.3951367781155015
0.5400202634245188,0.46099290780141844
0.4721377912867275,0.5339412360688957
0.41641337386018235,0.5825734549138805
0.3718338399189463,0.6281661600810537
0.3242147922998987,0.6818642350557245
0.2877406281661601,0.7142857142857143
0.25227963525835867,0.7487335359675785
0.22087132725430597,0.7730496453900709
0.19351570415400204,0.8085106382978724
0.1722391084093212,0.8247213779128673
0.1509625126646403,0.8378926038500506
0.13272543059777103,0.851063829787234
0.1165146909827761,0.8855116514690983
0.10435663627152988,0.8936170212765958
0.09047619047619049,0.8905775075987842
0.0790273556231003,0.9250253292806485
0.07031408308004053,0.9209726443768997
0.06210739614994934,0.9250253292806485
0.0547112462006079,0.9371833839918947
0.04802431610942249,0.9371833839918947
0.04255319148936171,0.9544072948328267
0.03738601823708207,0.9513677811550152
0.0331306990881459,0.9635258358662614
0.028976697061803447,0.9635258358662614
0.025430597771023303,0.9604863221884498
0.02259371833839919,0.9696048632218844
