P,A
1.0488565488565489,0.0
0.9022869022869023,0.12993762993762994
0.7983367983367984,0.24116424116424118
0.7027027027027027,0.3378378378378379
0.6195426195426196,0.41891891891891897
0.550935550935551,0.4916839916839917
0.47920997920997926,0.5488565488565489
0.4324324324324324,0.5966735966735967
0.3783783783783784,0.6538461538461539
0.34199584199584204,0.6975051975051976
0.30145530145530147,0.7432432432432432
0.2702702702702703,0.7702702702702703
0.24116424116424118,0.7962577962577962
0.21413721413721412,0.8108108108108109
0.19230769230769232,0.8461538461538461
0.1735966735966736,0.8659043659043659
0.15592515592515593,0.8731808731808732
0.13721413721413722,0.893970893970894
0.12681912681912683,0.895010395010395
0.11226611226611227,0.9230769230769231
0.10207900207900208,0.9293139293139293
0.09251559251559252,0.9428274428274429
0.0840956340956341,0.945945945945946
0.07453222453222454,0.9584199584199585
0.06923076923076923,0.9625779625779627
0.06185031185031185,0.9615384615384616
0.056133056133056136,0.9781704781704782
0.051143451143451146,0.9792099792099792
0.047193347193347196,0.9854469854469854
0.04303534303534304,0.9792099792099792
0.04002079002079002,1.0
0.036694386694386696,0.9896049896049895
