A,P,time
1.0,0.0,0.0
0.926,0.0572,452.0
0.877,0.113,904.0
0.804,0.169,1356.0
0.765,0.225,1808.0
0.711,0.28,2260.0
0.649,0.329,2712.0
0.603,0.384,3164.0
0.555,0.432,3616.0
0.501,0.486,4068.0
0.459,0.535,4520.0
0.412,0.577,4972.0
0.368,0.619,5424.0
0.327,0.66,5876.0
0.291,0.698,6328.0
0.251,0.734,6780.0
0.219,0.771,7231.0
0.188,0.8,7683.0
0.161,0.824,8135.0
0.136,0.849,8587.0
0.115,0.867,9039.0
0.0965,0.889,9491.0
0.0826,0.902,9943.0
0.0699,0.914,10395.0
0.0601,0.947,10847.0
0.0522,0.943,11299.0
0.0467,0.945,11751.0
0.0418,0.939,12203.0
0.0383,0.951,12655.0
0.0354,0.966,13107.0
0.0336,0.96,13559.0
