A,P,time
1.0,0.0,0.0
0.9820538384845464,0.015453639082751746,259.0
0.9541375872382852,0.029710867397806585,518.0
0.9391824526420738,0.04137587238285145,777.0
0.9371884346959123,0.051944167497507486,1036.0
0.9242273180458626,0.060717846460618154,1295.0
0.9212362911266203,0.06839481555333998,1554.0
0.8963110667996013,0.07397806580259224,1813.0
0.9032901296111666,0.08065802592223331,2072.0
0.8753738783649054,0.08474576271186442,2331.0
0.8803589232303092,0.08713858424725825,2590.0
0.8783649052841477,0.09242273180458625,2849.0
0.8783649052841477,0.09401794616151546,3108.0
0.8664007976071786,0.09700897308075773,3366.0
0.8594217347956132,0.09850448654037887,3625.0
0.8614157527417747,0.09950149551345963,3884.0
0.8554336989032902,0.10269192422731806,4143.0
0.8534396809571287,0.10269192422731806,4402.0
0.8594217347956132,0.1016949152542373,4661.0
0.8504486540378864,0.10468594217347957,4920.0
0.8584247258225325,0.10468594217347957,5179.0
0.8544366899302095,0.10568295114656033,5438.0
0.8444666001994019,0.10667996011964109,5697.0
0.8534396809571287,0.10667996011964109,5956.0
0.8544366899302095,0.10667996011964109,6215.0
