P,A
0.0,1.0
0.023762376237623763,0.8871287128712871
0.04841584158415842,0.8613861386138614
0.07297029702970297,0.8425742574257425
0.09712871287128713,0.800990099009901
0.12376237623762376,0.7801980198019802
0.1495049504950495,0.7514851485148515
0.17425742574257425,0.7336633663366336
0.20198019801980197,0.7069306930693069
0.2306930693069307,0.6792079207920793
0.25445544554455446,0.6574257425742575
0.2861386138613861,0.6297029702970297
0.31584158415841584,0.5881188118811881
0.3445544554455445,0.5633663366336633
0.37623762376237624,0.5366336633663367
0.4089108910891089,0.502970297029703
0.4396039603960396,0.4772277227722772
0.47425742574257423,0.4396039603960396
0.505940594059406,0.40297029702970294
0.5425742574257426,0.37524752475247525
0.5851485148514851,0.33762376237623765
0.6227722772277228,0.30198019801980197
0.6623762376237624,0.26633663366336635
0.7089108910891089,0.22772277227722773
0.7366336633663366,0.18811881188118812
0.7831683168316832,0.14752475247524752
0.8277227722772277,0.1099009900990099
0.8722772277227723,0.07415841584158415
0.8920792079207921,0.044257425742574255
0.9366336633663366,0.023762376237623763
0.9554455445544554,0.013366336633663366
0.9584158415841584,0.009475247524752475
0.9772277227722772,0.008207920792079208
0.9584158415841584,0.007801980198019802
