P,A
1.0413650465356772,0.0
0.9069286452947259,0.07662874870734229
0.8128231644260601,0.15511892450879008
0.7456049638055843,0.23474663908996898
0.6608066184074457,0.3154084798345398
0.5749741468459153,0.4002068252326784
0.49431230610134436,0.4901758014477766
0.41571871768355745,0.5729058945191314
0.33712512926577043,0.6577042399172699
0.2564632885211996,0.7362978283350569
0.18717683557394002,0.8179937952430197
0.12616339193381593,0.8676318510858325
0.08521199586349534,0.9255429162357808
0.05718717683557394,0.9679420889348501
0.04198552223371251,0.9968976215098242
0.034332988624612204,0.983453981385729
0.030920372285418822,1.0
