A,P
1.0,0.0
0.39468503937007876,0.1673228346456693
0.3316929133858268,0.2952755905511811
0.2824803149606299,0.3927165354330709
0.2470472440944882,0.47244094488188976
0.21653543307086615,0.5334645669291339
0.1919291338582677,0.5738188976377953
0.17027559055118108,0.6190944881889764
0.1545275590551181,0.6466535433070867
0.140748031496063,0.6820866141732282
0.13090551181102364,0.7037401574803149
0.12007874015748031,0.7086614173228346
0.11122047244094488,0.735236220472441
0.10629921259842519,0.7490157480314961
0.10039370078740156,0.7539370078740157
0.09409448818897638,0.7687007874015748
0.08996062992125983,0.7696850393700787
0.08681102362204725,0.7913385826771654
0.08218503937007875,0.797244094488189
0.07923228346456693,0.8061023622047243
0.07716535433070866,0.811023622047244
0.07539370078740157,0.811023622047244
0.07293307086614173,0.8070866141732282
0.07125984251968505,0.8188976377952756
0.06919291338582677,0.8090551181102361
0.0686023622047244,0.8248031496062992
0.0671259842519685,0.8238188976377953
0.06604330708661418,0.8267716535433071
