A,P
0.0,1.0524658971668415
0.21406086044071354,0.8205666316894019
0.38719832109129065,0.6537250786988458
0.5204616998950682,0.5204616998950682
0.6369359916054564,0.41028331584470096
0.714585519412382,0.32633788037775446
0.7785939139559287,0.2570828961175236
0.8258132214060862,0.20251836306400842
0.8782791185729276,0.16369359916054566
0.912906610703043,0.12801678908709338
0.9296956977964324,0.10325288562434418
0.9517313746065058,0.08363064008394543
0.9716684155299057,0.0670514165792235
0.9811122770199371,0.054459601259181534
0.9916054564533053,0.04396642182581322
1.0,0.035886673662119624
