A,P
0.0,1.2331670822942642
1.0,0.0967581047381546
0.9152119700748129,0.08840399002493765
0.8329177057356608,0.0809226932668329
0.7456359102244389,0.07256857855361595
0.6683291770573566,0.06396508728179551
0.5872817955112218,0.05698254364089775
0.5187032418952618,0.049625935162094764
0.4513715710723192,0.044014962593516206
0.3902743142144638,0.038029925187032416
0.3316708229426434,0.031795511221945134
0.2793017456359102,0.027182044887780546
0.22942643391521195,0.022693266832917707
0.19326683291770572,0.018703241895261843
0.1546134663341646,0.014962593516209476
0.12468827930174564,0.011995012468827929
0.09800498753117207,0.009551122194513715
0.07768079800498753,0.00754364089775561
0.06022443890274314,0.005860349127182044
0.04675810473815461,0.004576059850374065
0.03640897755610972,0.0035037406483790523
0.02768079800498753,0.0026683291770573563
0.02082294264339152,0.002007481296758105
0.015835411471321694,0.0015336658354114711
0.011857855361596009,0.0
0.00896508728179551,0.0
