A,P
1.0,0.0
0.06286286286286286,0.08288288288288288
0.058358358358358356,0.14914914914914915
0.05315315315315315,0.2162162162162162
0.04834834834834835,0.28228228228228225
0.043243243243243246,0.34534534534534533
0.03903903903903904,0.4114114114114114
0.03393393393393394,0.4874874874874875
0.028928928928928926,0.5455455455455456
0.024424424424424426,0.6166166166166166
0.019719719719719718,0.6746746746746747
0.014914914914914914,0.7427427427427428
0.01031031031031031,0.8088088088088089
0.005945945945945946,0.8738738738738738
0.0022522522522522522,0.9069069069069069
0.0,0.950950950950951
0.0,0.9619619619619619
0.0,0.960960960960961
