A,P
1.0,0.0
0.1062124248496994,0.03787575150300601
0.10120240480961924,0.07625250501002004
0.09899799599198397,0.11222444889779559
0.09358717434869739,0.15130260521042083
0.08967935871743486,0.18937875751503006
0.08456913827655312,0.22645290581162325
0.0811623246492986,0.26152304609218435
0.07745490981963928,0.29659318637274545
0.07354709418837677,0.3306613226452906
0.07074148296593186,0.3657314629258517
0.06613226452905811,0.40180360721442887
0.0625250501002004,0.43286573146292584
0.059018036072144286,0.467935871743487
0.055410821643286576,0.49198396793587174
0.052304609218436875,0.5220440881763527
0.04839679358717435,0.562124248496994
0.045591182364729456,0.5801603206412825
0.04218436873747495,0.6102204408817635
0.03937875751503006,0.6352705410821643
0.036573146292585165,0.6583166332665331
0.033767535070140284,0.6813627254509018
0.031462925851703405,0.7084168336673347
0.02935871743486974,0.719438877755511
0.02745490981963928,0.748496993987976
0.025150300601202404,0.7635270541082164
0.02334669338677355,0.780561122244489
0.0219438877755511,0.7895791583166333
0.02034068136272545,0.8176352705410821
0.019238476953907815,0.8136272545090181
0.018236472945891785,0.8286573146292585
0.01713426853707415,0.845691382765531
0.016432865731462926,0.8587174348697395
0.015531062124248497,0.8557114228456913
0.014929859719438878,0.8496993987975952
0.014428857715430862,0.8627254509018036
0.013827655310621242,0.8677354709418837
0.013527054108216433,0.87374749498998
0.013326653306613225,0.8767535070140281
