A,P
1.0,0.0
0.11764705882352942,0.10568295114656033
0.10468594217347957,0.1964107676969093
0.0955134596211366,0.27118644067796616
0.08594217347956132,0.33898305084745767
0.07637088733798605,0.3978065802592224
0.07138584247258226,0.4516450648055833
0.06480558325024927,0.49351944167497513
0.05912263210368894,0.5343968095712862
0.054237288135593226,0.5672981056829511
0.050049850448654044,0.6061814556331008
0.04566301096709871,0.6231306081754736
0.04227318045862413,0.663010967098704
0.038883349950149554,0.6749750747756731
0.03649052841475574,0.7028913260219343
0.03399800598205384,0.7128614157527419
0.03100697906281157,0.7427716849451645
0.029710867397806585,0.7567298105682952
0.02761714855433699,0.757726819541376
0.02582253240279163,0.7686939182452643
0.024526420737786644,0.790628115653041
0.022831505483549355,0.7886340977068795
0.021635094715852444,0.798604187437687
0.02063808574277169,0.8145563310069791
0.019142572283150548,0.8185443668993021
0.018644067796610174,0.8305084745762712
0.017846460618145564,0.8305084745762712
0.016949152542372885,0.8374875373878365
0.016151545363908275,0.8454636091724826
0.015453639082751746,0.8334995014955136
0.015054835493519443,0.8454636091724826
0.014356929212362913,0.860418743768694
0.01395812562313061,0.8763708873379862
0.013359920239282156,0.8723828514456631
0.012861415752741776,0.8614157527417747
0.01256231306081755,0.8763708873379862
0.012163509471585246,0.8753738783649054
0.01206380857427717,0.8883349950149553
