A,P,time
1.0,0.0,0.0
0.6312127236580517,0.35685884691848907,1507.0
0.47813121272365805,0.5089463220675945,3013.0
0.3807157057654076,0.6043737574552683,4520.0
0.3111332007952286,0.6699801192842942,6026.0
0.26043737574552683,0.7306163021868787,7533.0
0.21868787276341947,0.7594433399602386,9039.0
0.18389662027833,0.7942345924453281,10546.0
0.15705765407554673,0.8260437375745526,12052.0
0.13618290258449306,0.8330019880715706,13559.0
0.11928429423459244,0.8638170974155069,15066.0
0.10536779324055666,0.885685884691849,16572.0
0.0926441351888668,0.8956262425447317,18079.0
0.08210735586481115,0.9085487077534792,19585.0
0.07286282306163022,0.9085487077534792,21092.0
0.06650099403578529,0.9184890656063619,22598.0
0.060139165009940355,0.9274353876739563,24105.0
0.055069582504970176,0.9343936381709741,25611.0
0.050695825049701784,0.9403578528827037,27118.0
