A,P
0.0,1.3741307371349096
1.0,0.31710709318497915
0.9568845618915159,0.30180806675938804
0.9054242002781642,0.2906815020862309
0.8664812239221141,0.2726008344923505
0.8331015299026425,0.262865090403338
0.7858136300417246,0.24756606397774686
0.7482614742698193,0.23643949930458974
0.7093184979137691,0.22253129346314326
0.6592489568845619,0.2086230876216968
0.611961057023644,0.19749652294853962
0.5869262865090403,0.1835883171070932
0.5368567454798331,0.16828929068150209
0.502086230876217,0.15716272600834494
0.45618915159944373,0.14325452016689846
0.42141863699582754,0.13087621696801113
0.38108484005563287,0.12072322670375522
0.35048678720445064,0.10931849791376913
0.31293463143254524,0.09833101529902642
0.2767732962447845,0.08664812239221141
0.24617524339360222,0.07677329624478442
0.2114047287899861,0.06745479833101531
0.1835883171070932,0.057858136300417244
0.15577190542420027,0.049374130737134904
0.1305980528511822,0.0411682892906815
0.10890125173852573,0.034492350486787206
0.08859527121001393,0.0282336578581363
0.07246175243393603,0.022809457579972187
0.05813630041724617,0.01863699582753825
0.04742698191933241,0.01474269819193324
0.03824756606397775,0.01193324061196106
0.031432545201668986,0.009944367176634215
0.02600834492350487,0.008164116828929069
0.0219749652294854,0.006954102920723227
0.01933240611961057,0.006161335187760779
