A,P,time
1.0,0.0,0.0
0.8559919436052367,0.13293051359516617,0.069
0.7230614300100705,0.2598187311178248,0.138
0.607250755287009,0.3816717019133938,0.207
0.499496475327291,0.48539778449144005,0.276
0.4028197381671702,0.5861027190332326,0.345
0.3152064451158107,0.6787512588116819,0.414
0.24269889224572003,0.7482376636455186,0.483
0.18126888217522658,0.8147029204431018,0.552
0.1339375629405841,0.8690835850956696,0.621
0.09818731117824774,0.892245720040282,0.69
0.07452165156092648,0.9315206445115811,0.759
0.057502517623363544,0.9425981873111783,0.828
0.04632426988922457,0.9526686807653575,0.897
0.03846928499496475,0.959718026183283,0.966
