P,A
0.0,1.0
0.19380619380619382,0.8101898101898103
0.34165834165834175,0.6443556443556444
0.45954045954045963,0.5284715284715286
0.5544455544455545,0.43556443556443564
0.6333666333666335,0.3596403596403597
0.6953046953046953,0.3016983016983017
0.7452547452547453,0.24775224775224777
0.7802197802197803,0.2087912087912088
0.8121878121878122,0.17482517482517484
0.8381618381618382,0.14685314685314685
0.8651348651348653,0.12387612387612389
0.8751248751248752,0.1048951048951049
0.8951048951048952,0.08981018981018982
0.9110889110889112,0.07632367632367633
0.9210789210789212,0.06663336663336664
0.9330669330669332,0.058041958041958046
0.9410589410589411,0.04985014985014986
0.9390609390609391,0.04435564435564436
