P,A
0.0,1.0
0.17706237424547283,0.8219315895372233
0.32193158953722334,0.6800804828973843
0.4426559356136821,0.5643863179074448
0.5301810865191147,0.4627766599597586
0.6146881287726358,0.3843058350100604
0.6750503018108652,0.3179074446680081
0.7263581488933601,0.2696177062374246
0.778672032193159,0.22233400402414488
0.812877263581489,0.18309859154929578
0.8490945674044266,0.1529175050301811
0.8601609657947686,0.1267605633802817
0.8943661971830986,0.10663983903420522
0.9154929577464789,0.0886317907444668
0.9185110663983904,0.07474849094567405
0.9305835010060363,0.061871227364185113
0.948692152917505,0.052615694164989936
0.9507042253521126,0.04305835010060362
0.9517102615694164,0.03631790744466801
0.9708249496981891,0.030382293762575455
0.9698189134808853,0.025553319919517103
