A,P,time
1.0,0.0,0.0
0.9133064516129032,0.0842741935483871,377.0
0.8407258064516129,0.16431451612903228,753.0
0.7560483870967742,0.2379032258064516,1130.0
0.6965725806451613,0.3084677419354839,1507.0
0.625,0.3689516129032258,1883.0
0.5705645161290323,0.4254032258064516,2260.0
0.5161290322580645,0.48286290322580644,2636.0
0.4616935483870968,0.5413306451612904,3013.0
0.42137096774193544,0.5766129032258064,3390.0
0.37600806451612906,0.6280241935483871,3766.0
0.3377016129032258,0.6622983870967742,4143.0
0.30443548387096775,0.6995967741935484,4520.0
0.2752016129032258,0.7278225806451613,4896.0
0.24798387096774194,0.7580645161290323,5273.0
0.21774193548387097,0.7862903225806452,5650.0
0.19858870967741937,0.8074596774193549,6026.0
0.17641129032258063,0.8397177419354839,6403.0
0.15725806451612903,0.8477822580645161,6780.0
0.14213709677419353,0.8679435483870968,7156.0
0.12600806451612903,0.8840725806451613,7533.0
0.11391129032258066,0.8941532258064516,7909.0
0.10181451612903226,0.8941532258064516,8286.0
0.09274193548387097,0.9143145161290323,8663.0
0.08336693548387096,0.9243951612903226,9039.0
0.07449596774193548,0.9203629032258065,9416.0
0.06743951612903226,0.9405241935483871,9793.0
0.06129032258064516,0.9405241935483871,10169.0
0.05534274193548387,0.9445564516129032,10546.0
0.051108870967741936,0.9546370967741935,10923.0
0.046875,0.9566532258064516,11299.0
0.04254032258064516,0.9606854838709677,11676.0
0.03921370967741935,0.9616935483870968,12052.0
0.036391129032258066,0.9717741935483871,12429.0
0.033568548387096775,0.9657258064516129,12806.0
0.031451612903225803,0.9858870967741935,13182.0
0.029536290322580646,0.9828629032258064,13559.0
