P,A
0.0,1.0
0.026706827309236948,0.8755020080321285
0.05421686746987952,0.8524096385542168
0.0821285140562249,0.8142570281124498
0.11244979919678715,0.7881526104417671
0.14156626506024095,0.7550200803212851
0.1706827309236948,0.7299196787148594
0.2028112449799197,0.7028112449799196
0.23795180722891565,0.6636546184738956
0.27309236947791166,0.6255020080321285
0.30823293172690763,0.6004016064257028
0.3473895582329317,0.5592369477911647
0.3885542168674699,0.5190763052208835
0.42971887550200805,0.4819277108433735
0.47289156626506024,0.4327309236947791
0.5230923694779117,0.38052208835341367
0.570281124497992,0.33333333333333337
0.642570281124498,0.27710843373493976
0.7028112449799196,0.21184738955823293
0.7891566265060241,0.13554216867469882
0.9016064257028112,0.05913654618473896
0.9839357429718876,0.014959839357429719
0.9799196787148594,0.006877510040160643
0.9769076305220883,0.006184738955823293
1.0040160642570282,0.006114457831325301
0.9789156626506024,0.006104417670682732
