A,P
1.0,0.0
0.05276679841897233,0.1709486166007905
0.04308300395256917,0.3142292490118577
0.03606719367588933,0.424901185770751
0.029644268774703556,0.5148221343873518
0.024407114624505927,0.5968379446640316
0.020454545454545454,0.6709486166007905
0.01719367588932806,0.7183794466403162
0.01432806324110672,0.7628458498023716
0.011956521739130435,0.7954545454545455
0.01007905138339921,0.8300395256916996
0.00857707509881423,0.8606719367588933
0.007292490118577076,0.8606719367588933
0.006235177865612648,0.8893280632411067
0.005247035573122529,0.9090909090909092
0.004604743083003952,0.9219367588932806
0.004011857707509882,0.9239130434782609
0.003537549407114624,0.9298418972332015
0.0031422924901185773,0.9367588932806323
0.0028359683794466403,0.9565217391304347
