A,P
1.0,0.0
0.2602602602602603,0.042242242242242246
0.24824824824824826,0.07997997997997998
0.23723723723723722,0.11911911911911911
0.22422422422422422,0.15615615615615616
0.2162162162162162,0.1931931931931932
0.20320320320320323,0.23123123123123124
0.1941941941941942,0.2682682682682683
0.18218218218218218,0.3053053053053053
0.1701701701701702,0.34234234234234234
0.15815815815815815,0.38238238238238237
0.14814814814814814,0.4204204204204204
0.13613613613613615,0.45345345345345345
0.12612612612612611,0.4954954954954955
0.11611611611611612,0.5245245245245246
0.1031031031031031,0.5595595595595596
0.09319319319319319,0.6056056056056056
0.08358358358358359,0.6356356356356356
0.07277277277277278,0.6716716716716717
0.06286286286286286,0.7017017017017017
0.05295295295295296,0.7377377377377378
0.044444444444444446,0.7717717717717718
0.036136136136136136,0.8008008008008008
0.02792792792792793,0.8308308308308308
0.021021021021021023,0.8618618618618619
0.015615615615615615,0.893893893893894
0.011011011011011011,0.918918918918919
0.007807807807807808,0.936936936936937
0.0054754754754754754,0.9459459459459459
0.003863863863863864,0.955955955955956
0.002792792792792793,0.978978978978979
0.002012012012012012,0.992992992992993
0.0014514514514514514,0.986986986986987
0.0010710710710710712,0.9829829829829829
0.0,0.988988988988989
