P,A
0.0,1.0
0.14387031408308004,0.8693009118541033
0.26747720364741645,0.7446808510638298
0.3789260385005066,0.6281661600810537
0.4690982776089159,0.5440729483282675
0.541033434650456,0.4650455927051672
0.60790273556231,0.3981762917933131
0.6636271529888551,0.34853090172239104
0.7142857142857143,0.2978723404255319
0.75177304964539,0.2573454913880446
0.7892603850050659,0.22391084093211752
0.8196555217831815,0.19047619047619047
0.8368794326241135,0.16919959473150964
0.8703140830800405,0.1469098277608916
0.8824721377912867,0.12968591691995948
0.8915906788247214,0.11347517730496454
0.9148936170212766,0.10050658561296859
0.9300911854103344,0.08905775075987843
0.9321175278622088,0.0806484295845998
0.9260385005065856,0.07254305977710233
0.9523809523809523,0.06484295845997974
0.9463019250253294,0.05916919959473151
0.9493414387031409,0.054002026342451874
0.9544072948328267,0.050658561296859174
0.96757852077001,0.04630192502532928
0.9513677811550152,0.043161094224924014
