A,P
0.0,0.0
0.17075664621676892,0.7310838445807771
0.3149284253578732,0.6022494887525562
0.43047034764826175,0.5040899795501023
0.5306748466257669,0.4212678936605317
0.6063394683026585,0.35173824130879344
0.6738241308793457,0.29754601226993865
0.7290388548057259,0.24948875255623723
0.7791411042944786,0.2085889570552147
0.8190184049079755,0.17791411042944785
0.83640081799591,0.14723926380368096
0.8732106339468303,0.12474437627811862
0.8865030674846626,0.10531697341513292
0.9130879345603272,0.08987730061349694
0.9427402862985685,0.07566462167689161
0.9498977505112475,0.065439672801636
0.9509202453987731,0.05552147239263804
0.9539877300613497,0.04805725971370143
0.9815950920245399,0.041206543967280164
0.9723926380368098,0.03578732106339469
0.9785276073619632,0.03098159509202454
0.9856850715746421,0.027300613496932517
1.0,0.024028629856850715
0.9948875255623721,0.021063394683026586
