A,P
1.0,0.0
0.08407960199004977,0.04099502487562189
0.08019900497512439,0.08149253731343284
0.0764179104477612,0.12139303482587066
0.07184079601990051,0.16318407960199008
0.06746268656716418,0.20398009950248758
0.06477611940298508,0.24179104477611943
0.06139303482587065,0.2845771144278607
0.056218905472636825,0.32338308457711445
0.053134328358208964,0.3592039800995025
0.048756218905472645,0.40199004975124386
0.04517412935323384,0.44278606965174133
0.04169154228855722,0.4756218905472637
0.037810945273631845,0.5154228855721393
0.034726368159203984,0.5512437810945274
0.03114427860696518,0.591044776119403
0.027960199004975126,0.6238805970149255
0.02447761194029851,0.6567164179104479
0.021393034825870648,0.700497512437811
0.018507462686567163,0.7243781094527364
0.015621890547263682,0.7621890547263682
0.013134328358208956,0.7910447761194032
0.010746268656716419,0.8099502487562189
0.008796019900497514,0.83681592039801
0.007014925373134329,0.87363184079602
0.005522388059701493,0.8825870646766171
0.004338308457711443,0.8985074626865673
0.0033532338308457717,0.9213930348258708
0.002656716417910448,0.9432835820895523
0.0020597014925373136,0.9353233830845772
0.001592039800995025,0.974129353233831
0.0012238805970149255,0.9781094527363186
0.0,0.9721393034825871
0.0,0.9721393034825871
0.0,0.9810945273631841
0.0,0.9850746268656717
0.0,0.9860696517412936
0.0,0.9781094527363186
