A,P,time
1.0,0.0,0.0
0.8225324027916252,0.09621136590229314,0.0613
0.7088733798604188,0.2033898305084746,0.123
0.613160518444666,0.30408773678963114,0.184
0.531405782652044,0.3978065802592224,0.245
0.45064805583250256,0.48554336989032904,0.306
0.37188434695912265,0.5633100697906281,0.368
0.30907278165503493,0.6390827517447658,0.429
0.2522432701894317,0.6929212362911267,0.49
0.20538384845463611,0.7417746759720838,0.551
0.16650049850448656,0.7926221335992025,0.613
0.13459621136590233,0.8245264207377867,0.674
0.10568295114656033,0.8524426719840479,0.735
0.08654037886340978,0.8793619142572284,0.797
0.07148554336989034,0.8993020937188436,0.858
0.05912263210368894,0.9082751744765705,0.919
0.04855433698903291,0.9252243270189433,0.98
0.041974077766699903,0.938185443668993,1.042
0.037188434695912265,0.9411764705882354,1.103
