P,A
1.1106194690265487,0.0
0.9579646017699115,0.020685840707964604
0.9424778761061946,0.04070796460176991
0.9148230088495575,0.06172566371681416
0.8882743362831859,0.08407079646017698
0.870575221238938,0.10542035398230087
0.8528761061946902,0.12721238938053098
0.8373893805309734,0.14933628318584072
0.8108407079646017,0.17035398230088494
0.7876106194690264,0.19579646017699112
0.7588495575221239,0.21902654867256638
0.7345132743362832,0.2411504424778761
0.7190265486725663,0.2643805309734513
0.6902654867256637,0.2920353982300885
0.6736725663716814,0.3163716814159292
0.6415929203539822,0.34623893805309736
0.6172566371681416,0.37057522123893805
0.5973451327433629,0.3993362831858407
0.5630530973451328,0.4280973451327434
0.5265486725663716,0.456858407079646
0.5022123893805309,0.4834070796460177
0.4723451327433628,0.5143805309734514
0.4413716814159292,0.5442477876106194
0.4103982300884956,0.584070796460177
0.3783185840707965,0.620575221238938
0.3407079646017699,0.6504424778761061
0.30530973451327437,0.6991150442477876
0.26106194690265483,0.7389380530973452
0.22566371681415928,0.7876106194690264
0.18252212389380532,0.8141592920353982
0.14491150442477876,0.8606194690265486
0.10973451327433628,0.9015486725663716
0.08418141592920354,0.9469026548672566
0.06603982300884956,0.9701327433628318
0.058296460176991145,1.0
0.05453539823008849,0.9867256637168141
0.05320796460176991,0.9889380530973452
