A,P
0.0,0.0
0.13152173913043477,0.7097826086956521
0.2467391304347826,0.617391304347826
0.33804347826086956,0.5467391304347826
0.4152173913043478,0.47934782608695653
0.4891304347826087,0.4282608695652174
0.5434782608695652,0.3793478260869565
0.6010869565217392,0.34130434782608693
0.6391304347826087,0.30543478260869567
0.6869565217391305,0.2728260869565217
0.7195652173913043,0.24565217391304348
0.7478260869565216,0.21847826086956523
0.767391304347826,0.19565217391304346
0.8076086956521739,0.17717391304347826
0.8293478260869565,0.15978260869565217
0.8510869565217392,0.14347826086956522
0.8695652173913043,0.13043478260869565
0.8913043478260869,0.11630434782608695
0.9043478260869564,0.105
0.9130434782608695,0.09434782608695652
0.9315217391304347,0.08467391304347825
0.9391304347826086,0.07652173913043478
0.9478260869565217,0.06923913043478261
0.9565217391304347,0.06163043478260869
0.9695652173913043,0.056956521739130433
0.9728260869565217,0.050869565217391305
0.9880434782608696,0.04641304347826087
0.9826086956521739,0.042391304347826085
0.9967391304347826,0.0383695652173913
0.9891304347826086,0.03434782608695652
0.9967391304347826,0.03173913043478261
0.9989130434782608,0.02934782608695652
1.0,0.026630434782608695
1.0,0.024456521739130432
