P,A
0.0,1.0
0.020816733067729083,0.9501992031872509
0.042131474103585656,0.9252988047808766
0.06324701195219123,0.906374501992032
0.0847609561752988,0.8784860557768924
0.10756972111553785,0.8565737051792829
0.13047808764940239,0.8306772908366533
0.15239043824701196,0.8197211155378485
0.17529880478087648,0.7938247011952192
0.19820717131474105,0.7679282868525896
0.22609561752988047,0.7380478087649402
0.25,0.7151394422310756
0.2768924302788845,0.6862549800796812
0.296812749003984,0.6643426294820718
0.3256972111553785,0.6364541832669323
0.35458167330677287,0.6125498007968128
0.3784860557768924,0.5886454183266931
0.40537848605577687,0.5647410358565736
0.43725099601593626,0.5239043824701195
0.4681274900398406,0.49701195219123506
0.50199203187251,0.4731075697211155
0.5328685258964144,0.4402390438247012
0.5687250996015936,0.3964143426294821
0.6085657370517928,0.3665338645418327
0.6384462151394422,0.3356573705179283
0.6802788844621515,0.296812749003984
0.7101593625498007,0.25697211155378485
0.7589641434262948,0.21613545816733068
0.7948207171314742,0.17828685258964141
0.8416334661354581,0.13247011952191234
0.901394422310757,0.08884462151394422
0.9292828685258965,0.04930278884462152
0.9661354581673306,0.02051792828685259
0.9880478087649402,0.008416334661354581
0.9890438247011952,0.0053984063745019925
0.9900398406374502,0.004890438247011952
0.9850597609561753,0.004830677290836654
0.9850597609561753,0.004721115537848606
0.9890438247011952,0.004760956175298805
