A,P,time
0.0,1.0965593784683685,0.0
0.29966703662597116,0.7413984461709212,4520.0
0.42508324084350724,0.6104328523862376,9039.0
0.5227524972253051,0.51165371809101,13559.0
0.5726970033296337,0.4517203107658157,18079.0
0.6403995560488346,0.3940066592674806,22599.0
0.6792452830188679,0.3551609322974473,27118.0
0.7169811320754716,0.31520532741398444,31638.0
0.7458379578246394,0.2830188679245283,36158.0
0.7735849056603773,0.2519422863485017,40677.0
0.8057713651498335,0.23196448390677024,45197.0
0.8146503884572697,0.20754716981132074,49717.0
0.8512763596004439,0.18756936736958935,54237.0
0.8590455049944506,0.16981132075471697,58756.0
0.8790233074361821,0.15427302996670367,63276.0
0.8879023307436182,0.14206437291897892,67796.0
0.9078801331853495,0.12874583795782465,72316.0
0.9245283018867924,0.11875693673695893,76835.0
0.9311875693673696,0.10932297447280799,81355.0
0.9245283018867924,0.10077691453940067,85875.0
0.9445061043285238,0.09167591564927859,90394.0
0.9578246392896781,0.0832408435072142,94914.0
0.951165371809101,0.07735849056603773,99434.0
0.9667036625971143,0.06992230854605994,103954.0
0.9655937846836847,0.06537180910099889,108473.0
0.9822419533851277,0.05948945615982242,112993.0
0.9844617092119866,0.055382907880133184,117513.0
0.9644839067702552,0.050388457269700336,122032.0
0.9822419533851277,0.0462819089900111,126552.0
0.9955604883462819,0.04250832408435072,131072.0
0.9911209766925638,0.039289678135405105,135592.0
1.0,0.03618201997780244,140111.0
0.9988901220865705,0.03329633740288568,144631.0
