P,A
0.0,1.0
0.02530364372469636,0.9139676113360324
0.05111336032388664,0.8937246963562753
0.07702429149797571,0.8714574898785425
0.10425101214574899,0.8390688259109311
0.13157894736842105,0.7975708502024292
0.15890688259109312,0.785425101214575
0.1902834008097166,0.7439271255060729
0.21963562753036436,0.7267206477732794
0.25303643724696356,0.6862348178137653
0.2874493927125506,0.6548582995951417
0.3208502024291498,0.6143724696356275
0.3522267206477733,0.5809716599190283
0.3896761133603239,0.5495951417004049
0.4271255060728745,0.5020242914979757
0.4696356275303644,0.46659919028340086
0.521255060728745,0.4190283400809716
0.5708502024291497,0.3724696356275304
0.6305668016194332,0.3228744939271255
0.6831983805668017,0.2601214574898785
0.7530364372469636,0.19230769230769232
0.8350202429149797,0.11639676113360324
0.9412955465587045,0.03937246963562753
0.9908906882591093,0.011842105263157895
0.9838056680161943,0.009615384615384616
0.9767206477732794,0.009402834008097166
